ID,SMILES,Clinical_Filtered Abnormal Hepatic Fun _IC50,Clinical_Filtered Cholecystiti_IC50,Clinical_Filtered Cholelitiasi_IC50,Clinical_Filtered Cholestasi_IC50,Clinical_Filtered cholestatic Jaundice_IC50,Clinical_Filtered Hepatic Failure_IC50,Clinical_Filtered Hepatic necrosi_IC50,Clinical_Filtered Hepatic Steatosi_IC50,Clinical_Filtered Hepatiti_IC50,Clinical_Filtered HepatoBiliary disorder_IC50,Clinical_Filtered HepatoCellular injury_IC50,Clinical_Filtered Hepatomegaly_IC50,Clinical_Filtered Hepatotoxicity_IC50,Clinical_Filtered Hyperbilirubinemia_IC50,Clinical_Filtered Jaundice_IC50,Clinical_Filtered Liver Injury_IC50
384,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,,20.0,,,40.0,,,20.0,,,,,,80.0,
385,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2],,,2000.0,,,2000.0,2000.0,,2000.0,,,,2000.0,,,2000.0
386,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,,,6.0,,,,,,,,,,,,,
387,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,,,100.0,,,,,,,,,,,,,
388,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,,,30.0,,,,,15.0,15.0,,,,,,,
389,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,,,160.0,,,,,,80.0,,,,,320.0,,
390,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,,,300.0,,,,,,,300.0,,,,,,
391,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,,,10.0,,,,,,,,,,10.0,,,
392,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,,12.0,12.0,,,,,,,,12.0,,,
393,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,,,,180.0,,,,,,,180.0,,180.0,180.0,,
394,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,,,,300.0,,,,,,,,,,,,
395,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.Cl,,,,75.0,,,,,75.0,,,,,,75.0,
396,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,,,,30.0,,,,,30.0,,,,,,30.0,
397,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,,,,5.0,,,5.0,,5.0,,5.0,,,,5.0,
398,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,,,15.0,15.0,,15.0,60.0,,,,,,,15.0,
399,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,,,45000.0,,,,,,,,,,,,
400,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,,,,800.0,800.0,,,,,,,,,,5.0,
401,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,,,,25.0,,25.0,,,25.0,28.0,25.0,,25.0,28.0,25.0,25.0
402,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl.O=C(O)/C=C\C(=O)O,,,,10.0,,,,,10.0,,,,,,10.0,
403,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,,,5.0,,,,5.0,,5.0,,,,5.0,5.0,
404,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],,,,90.0,,,,,90.0,,,,,,90.0,
405,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.Cl,,,,640.0,,,,,,,,,,,,
406,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,,,,6.0,,,,,6.0,,,,,,,
407,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,,,,100.0,,,,,200.0,,,,200.0,100.0,200.0,200.0
408,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,,,10.0,,,,,,,,,,,7.0,
409,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,,,,50.0,,,,,50.0,,50.0,,,,,
410,Cl.Clc1ccccc1CN1CCc2sccc2C1,,,,250.0,250.0,,,,250.0,,,,,,,
411,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,,,,375.0,,,,,,,,,,375.0,375.0,
412,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,,,25.0,,,,,,,,,,,25.0,
413,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2.Cc1ccc(S(=O)(=O)O)cc1,,,,100.0,,,,,,,,,,,,
414,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,,,,150.0,,,,,,150.0,,,,,,150.0
415,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,,,,39.0,,,,,,,,,,,,
416,O=c1[nH]cnc2[nH]ncc12,,,,,600.0,,600.0,,,,,600.0,,600.0,,
417,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,,,,,600.0,600.0,600.0,,600.0,,600.0,,,,600.0,600.0
418,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,,,,2.0,,,,,,,,,,,
419,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,,,,,4.0,,,,,,,,,,400.0,400.0
420,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O,,,,,600.0,600.0,,,,,,600.0,,,,
421,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,,,,,40.0,40.0,40.0,,40.0,,,,,,,
422,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,,,5.0,,,,5.0,,,,,,,
423,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,,,,4.0,,,,,4.0,,,,,800.0,
424,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,,,,,5.0,,,,,,,,,,,
425,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,,,,10.0,,,,,,,,,,,
426,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,,,,,120.0,30.0,,,30.0,,,,,,6.0,
427,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,,,10.0,10.0,10.0,,10.0,,,10.0,,5.0,,
428,Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,,,,,600.0,2.0,,,600.0,150.0,1200.0,,2.0,150.0,,600.0
429,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,,,,,600.0,,,,,,,,,,600.0,
430,S=c1[nH]cnc2nc[nH]c12,,,,,2.0,,5.0,,,,2.0,,5.0,5.0,5.0,
431,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,,,,,400.0,400.0,,,400.0,,,,,6.0,6.0,
432,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,,,800.0,,1600.0,,800.0,,,,,,800.0,
433,CCC[N+]12[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@@H]1C[C@H](C3[C@H]5O)[C@H](CC)[C@H]2O.O=C(O)[C@H](O)[C@@H](O)C(=O)O,,,,,20.0,,,,,,,,,,,
434,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],,,,,20.0,80.0,40.0,40.0,40.0,,,,,80.0,80.0,80.0
435,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O,,,,,40.0,,,,,,,,,,,
436,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,,,,,50.0,,,,,,,,,,50.0,
437,CCCc1cc(=O)[nH]c(=S)[nH]1,,,,,900.0,,,,300.0,,,,,,,
438,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,,,,600.0,1200.0,,,1200.0,,600.0,1200.0,2.0,,600.0,
439,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,,,,,600.0,,,,,600.0,,600.0,,600.0,600.0,
440,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,,,,,80.0,,,,,,,,20.0,,,
441,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,,,6.0,,,,,3.0,,3.0,,,,
442,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,,,,,2000.0,,,,2000.0,,,2000.0,,2000.0,2000.0,
443,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,,,,,4.0,,,200.0,200.0,,,200.0,,200.0,4.0,
444,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,,,,,,600.0,,600.0,16.0,,,300.0,,,300.0,
445,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,,,,,,1000.0,,,,,,1000.0,1000.0,28.0,1000.0,1000.0
446,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,,,,,,300.0,,,150.0,,,,,,150.0,
447,[Na+].[O-]c1ncnc2[nH]ncc12,,,,,,2000.0,,,,,,,,,,
448,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,,,,,6.0,,,6.0,,,,,,6.0,
449,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,,,,,,400.0,,,,600.0,,,,400.0,,
450,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl,,,,,,400.0,,,300.0,,300.0,,,,,
451,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,,,,,,1.0,,,1.0,,,,5.0,1.0,,
452,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,,,,,3.0,,,28.0,,,12.0,,,,
453,N=C1NCC[C@H]([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC2=O)N1.O=S(=O)(O)O,,,,,,1000.0,,,,,,,,,,
454,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,,,,,,1500.0,,,1000.0,,,,,,,
455,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,,,,,,40.0,,,,,,,,,,
456,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,,,,,,75.0,,75.0,75.0,,,,,75.0,75.0,
457,Br.COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,,,,,,75.0,,,75.0,,,,,,75.0,
458,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,,,10.0,,,,,,,15.0,5.0,10.0,
459,COC(=O)NC(C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl,,,,,,60.0,,,,,,,60.0,60.0,,
460,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,,,,,,45.0,,,,,,,45.0,45.0,,45.0
461,COc1c(-c2ccc3cc([N-]S(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C.[Na+],,,,,,250.0,,,,,,,,,,
462,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,,,,,3.0,3.0,,3.0,,,,3.0,,3.0,
463,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],,,,,,50.0,50.0,,50.0,,,,4.0,,150.0,4.0
464,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,,,,,,600.0,,,600.0,600.0,,600.0,600.0,600.0,600.0,
465,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,,,,,,300.0,,,,300.0,,,,,,
466,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,,,,,90.0,,90.0,90.0,,,90.0,90.0,,,
467,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,,,,,,160.0,,,,,,,,,,
468,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,,,,,,150.0,,,,,,,150.0,150.0,,
469,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,,,,,,20.0,20.0,,20.0,,,,,,,
470,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,,,,,,1200.0,,900.0,1200.0,1200.0,,,,,,1800.0
471,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,,,,,,200.0,,200.0,200.0,,,200.0,200.0,,200.0,200.0
472,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,,,,,,500.0,,,250.0,,,,,,,
473,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,,,,,,150.0,,,,,150.0,,150.0,150.0,,
474,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,,,,,,2400.0,,,2400.0,,,,2400.0,2400.0,2400.0,
475,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,,,,,3.0,3.0,,3.0,,,,,,3.0,
476,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,,1200.0,1200.0,,1200.0,,1200.0,,1200.0,,1200.0,1200.0
477,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,,,,,,100.0,,300.0,100.0,,,4.0,150.0,100.0,100.0,
478,C[N+](C)(C)C[C@H](O)CC(=O)[O-],,,,,,2970.0,,,,,,,,,,
479,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,,,,,,4.0,,,,,,,,,4.0,
480,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,,,,,,1.0,,,1.0,,,,1.0,,1.0,1.0
481,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O=S(=O)(O)O,,,,,,200.0,,,,,,,,,,
482,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1.O=C(O)/C=C/C(=O)O,,,,,,5.0,,,,,,,,,,
483,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,,,,,,8.0,,,,,,,,,,
484,C[C@]12C/C(=C\O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,,,,,50.0,,,,,,,,,,
485,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Mg+2],,,,,,1.0,,,4.0,,,,,,4.0,
486,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,,,,,,45.0,30.0,,,,,,45.0,,45.0,45.0
487,CN[C@@H](C)[C@@H](O)c1ccccc1.Cl,,,,,,125.0,,,,,,,,,,
488,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl,,,,,,60.0,,,,,60.0,,,60.0,,
489,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],,,,,,400.0,,400.0,400.0,400.0,,400.0,,400.0,400.0,6.0
490,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,,,,,,32.0,,,,,,,,,32.0,
491,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,,,,,,2.0,,40.0,40.0,,,40.0,,,40.0,
492,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,,,,,,600.0,,600.0,600.0,1800.0,,600.0,,,,600.0
493,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,,,,,,245.0,,300.0,8.0,,,300.0,,300.0,,
494,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1.Cl,,,,,,450.0,,,,,,,,,,
495,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,,,,,,100.0,,,,,,,,,,
496,S=P(N1CC1)(N1CC1)N1CC1,,,,,,2.0,,,,,,2.0,,,2.0,
497,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1.CS(C)=O,,,,,,2.0,,,4.0,,,4.0,2.0,,4.0,
498,CCCC(CCC)C(=O)O,,,,,,60.0,,,2.0,,,,60.0,,,
499,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,,,,,,25.0,,,,,,,,,,
500,CC(=O)[O-].[Zn+2],,,,,,5.0,,,,,,,,,5.0,
501,CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl,,,,,,,60.0,,,,,,,,,
502,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,,,,,,,50.0,,50.0,,,,,50.0,50.0,
503,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,,,,,,,5000.0,5000.0,5000.0,,,,,,5000.0,
504,CCOC(N)=O,,,,,,,3000.0,,,,,,,,,
505,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,,,,,,,,200.0,,,,200.0,200.0,200.0,,
506,C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,,,,,,,,5.0,5.0,,,1.0,,,,
507,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3],,,,,,,,8000.0,,,,,,,,
508,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,,,,,,,,60.0,,80.0,60.0,25.0,10.0,,60.0,60.0
509,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,,,,,,,,54.0,,,72.0,,,,,100.0
510,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,,,,,,,,20.0,,10.0,,10.0,,,,
511,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,,,,,,,,40.0,1.0,,,,,40.0,40.0,40.0
512,Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,
513,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C\C(=O)O,,,,,,,,245.0,245.0,,,,,,,
514,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=P(O)(O)O,,,,,,,,245.0,245.0,,,,,,,
515,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,,,,,,500.0,500.0,,,3.0,,5.0,500.0,
516,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,,,,,,,,,800.0,,,,,,,
517,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,,,,,,,,,60.0,,,,,,,
518,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,,,,,,,,,300.0,,,,,,,
519,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,,,,,,,,,400.0,,,,,,,
520,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,,,,,,,,10.0,,,,,20.0,,
521,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,,,,,,,,,1200.0,,,,,,,
522,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,,,,,,,,,5.0,,,,,,,
523,O=C(Nc1ccc(C(=O)[O-])c(O)c1)c1ccccc1.[Ca+2],,,,,,,,,15000.0,,,,,,,
524,Nc1ccc(C(=O)[O-])c(O)c1.[Ca+2],,,,,,,,,15000.0,,,15000.0,,,,
525,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,,,,,8.0,,,4.0,,,,
526,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,,,,,,,,,10.0,,20.0,,,,,
527,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,,,,,,,,,10.0,,,,,,10.0,
528,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,,,,,,,,,400.0,,,,400.0,400.0,400.0,
529,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,,,,,,,,,4000.0,,,,,,,
530,CC(=O)O.CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1.O,,,,,,,,,12.0,12.0,,12.0,,,,600.0
531,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1.O,,,,,,,,,600.0,,,9.0,,,,
532,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],,,,,,,,,8.0,,,,,,,
533,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,,,,,,,,,3.0,,,3.0,,,3.0,
534,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC.O,,,,,,,,,20.0,,,,,,80.0,
535,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,,,,,,,,3.0,,,,,500.0,,
536,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,,,,,,,,,100.0,,,100.0,,,100.0,
